level,label,bucket,reason,n_occurrences,n_trials,example_nct,parser_rules_version
class,Declined to Report,unknown,mapped,1,1,NCT05757453,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Declined to State,unknown,mapped,1,1,NCT02701049,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Declined to answer or Unknown,unknown,mapped,1,1,NCT05988398,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Declined to state,unknown,mapped,2,1,NCT04446910,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Dementia Caregiver,,unrecognized,1,1,NCT03896711,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Demiboy,male,mapped,1,1,NCT06479980,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Demisexual,,unrecognized,1,1,NCT03912753,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Demisexual,,unrecognized,1,1,NCT06229132,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Demographic information not collected,unknown,mapped,1,1,NCT00827502,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Demographics,,unrecognized,1,1,NCT03297645,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Demographics Across Arms,,unrecognized,1,1,NCT02981303,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Development of malignant tumor,,unrecognized,1,1,NCT06790420,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Dexmedetomidine,,unrecognized,1,1,NCT03284307,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Diagnostic Phase,,unrecognized,1,1,NCT01667562,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Did Not Report,unknown,mapped,1,1,NCT03649347,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Did not collect,unknown,mapped,1,1,NCT03712891,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Did not give,unknown,mapped,1,1,NCT04643964,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Did not have anal sex with men in the past 6 months,male,mapped,1,1,NCT05161689,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Did not have receptive sex without a condom in past 3 months,,unrecognized,1,1,NCT03897049,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Did not identify,unknown,mapped,1,1,NCT04697173,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Did not identify,unknown,mapped,1,1,NCT02747849,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Did not report,unknown,mapped,1,1,NCT05302440,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Did not report,unknown,mapped,1,1,NCT04344028,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Did not respond,unknown,mapped,1,1,NCT04180020,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Did not specify,,unrecognized,1,1,NCT06425458,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Disagree,,unrecognized,1,1,NCT03808883,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Discharge,,unrecognized,1,1,NCT02004366,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Disclosed gender (included 6 undisclosed in male intervention count),unknown,mapped,1,1,NCT03312218,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Disclosed to others,gender_diverse,mapped,1,1,NCT02796963,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Distribution of Male/Female Participants,female,mapped,1,1,NCT04078126,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Diverse,gender_diverse,mapped,2,1,NCT03550131,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Do Not Identify As Any of These Options,gender_diverse,mapped,1,1,NCT04168645,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Do not identify as female, male, or transgender",ambiguous,mapped,1,1,NCT05319600,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"Do not identify as female, male, or transgender",ambiguous,mapped,1,1,NCT04445792,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Do not wish to disclose,unknown,mapped,1,1,NCT03543865,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Do not wish to report,unknown,mapped,1,1,NCT04556591,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Do not wish to say,unknown,mapped,1,1,NCT06638840,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Does not Identify as Male or Female,female,mapped,1,1,NCT03337113,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Does not apply (providers),,unrecognized,1,1,NCT04584294,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Don't know,,unrecognized,1,1,NCT04922216,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Don't know / Not sure,unknown,mapped,1,1,NCT04589559,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Don't know/Not Sure,unknown,mapped,1,1,NCT03132753,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Dose Escalation,,unrecognized,1,1,NCT02763826,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Dose Optimization Phase,,unrecognized,1,1,NCT05631626,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double Blind Phase,,unrecognized,1,1,NCT04712669,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double Masked Period,,unrecognized,1,1,NCT04133311,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double blind phase,,unrecognized,1,1,NCT05445557,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double-Blind Controlled Trial,,unrecognized,1,1,NCT04629950,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double-Blind Period,,unrecognized,1,1,NCT02586623,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double-Blind Phase,,unrecognized,1,1,NCT05631626,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double-Blind Relapse Prevention,,unrecognized,1,1,NCT05014919,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double-Blind Sex,,unrecognized,1,1,NCT03323749,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double-Blind Withdrawal Period,,unrecognized,1,1,NCT05668754,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double-blind 8 week arm,,structural_or_group,1,1,NCT00958633,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Double-blind period,,unrecognized,1,1,NCT04424927,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Dual Intervention,,unrecognized,1,1,NCT03316950,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Due to privacy concerns of single participant, data will not be shown for this outcome",,unrecognized,1,1,NCT04986072,parsers.R@2026-08-17 / outcomes@2026-09-10
class,ELL (English Language Learner),,unrecognized,1,1,NCT04717479,parsers.R@2026-08-17 / outcomes@2026-09-10
class,EMPOWER Study (randomized),,unrecognized,1,1,NCT03445988,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Efficacy Population,,unrecognized,1,1,NCT02221869,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Efficacy cohort,,structural_or_group,1,1,NCT03344172,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Either Sex,,unrecognized,1,1,NCT00491374,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Ejaculation,,unrecognized,1,1,NCT00512707,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Ejaculations,,unrecognized,1,1,NCT00512707,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Elderly (females),female,mapped,1,1,NCT04399161,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Elderly (males),male,mapped,1,1,NCT04399161,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Elders,,unrecognized,1,1,NCT02807506,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Endline Providers,,unrecognized,1,1,NCT05328648,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Endline Women,female,mapped,1,1,NCT05328648,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Enrolled Population,,unrecognized,1,1,NCT02221869,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Enrolled under Amendment 1~3,,unrecognized,1,1,NCT03298022,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Enrolled under Amendment 4,,unrecognized,1,1,NCT03298022,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Enteral feeding,,unrecognized,1,1,NCT03278847,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Erectile function,,unrecognized,1,1,NCT00351819,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Erection,,unrecognized,1,1,NCT00512707,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Erlotinib,,unrecognized,1,1,NCT01667562,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Escalation 100mg,,unrecognized,1,1,NCT04676529,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Escalation 150mg,,unrecognized,1,1,NCT04676529,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Escalation 200mg,,unrecognized,1,1,NCT04676529,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Escalation Phase,,unrecognized,1,1,NCT01693562,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Every time,,unrecognized,1,1,NCT05161689,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Excluded from Analysis,,structural_or_group,1,1,NCT01065779,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Excluded from analysis,,structural_or_group,1,1,NCT00752622,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Exclusively Female Partners,female,mapped,1,1,NCT03670355,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Exclusively Male Partners,male,mapped,1,1,NCT03670355,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Exploration Phase,,unrecognized,1,1,NCT01693562,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Exploratory >9-g Narcolepsy cohort,,structural_or_group,1,1,NCT05875974,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Exploring,,unrecognized,1,1,NCT03487796,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Extended Dosing Phase,,unrecognized,1,1,NCT03436797,parsers.R@2026-08-17 / outcomes@2026-09-10
category,F to M,,unrecognized,1,1,NCT02641236,parsers.R@2026-08-17 / outcomes@2026-09-10
class,F-Transgender,gender_diverse,mapped,1,1,NCT03769675,parsers.R@2026-08-17 / outcomes@2026-09-10
category,"F/F, M/M, M/F",,unrecognized,1,1,NCT00245037,parsers.R@2026-08-17 / outcomes@2026-09-10
category,F/M,,unrecognized,1,1,NCT00245037,parsers.R@2026-08-17 / outcomes@2026-09-10
class,FAS72+,,unrecognized,1,1,NCT03923426,parsers.R@2026-08-17 / outcomes@2026-09-10
class,FAS72-,,unrecognized,1,1,NCT03923426,parsers.R@2026-08-17 / outcomes@2026-09-10
class,FBDC-SE (G1; Control Group) Arm/Group,,structural_or_group,1,1,NCT02698371,parsers.R@2026-08-17 / outcomes@2026-09-10
class,FBDC-SE-EE (G2; Control Group) Arm/Group,,structural_or_group,1,1,NCT02698371,parsers.R@2026-08-17 / outcomes@2026-09-10
class,FBU-ER (G3) Arm/Group,,structural_or_group,1,1,NCT02698371,parsers.R@2026-08-17 / outcomes@2026-09-10
class,FBU-SE (G4) Arm/Group,,structural_or_group,1,1,NCT02698371,parsers.R@2026-08-17 / outcomes@2026-09-10
class,FE-HS,,unrecognized,1,1,NCT04510090,parsers.R@2026-08-17 / outcomes@2026-09-10
class,FQHC 1,,unrecognized,1,1,NCT04514341,parsers.R@2026-08-17 / outcomes@2026-09-10
class,FQHC 2,,unrecognized,1,1,NCT04514341,parsers.R@2026-08-17 / outcomes@2026-09-10
class,FX Addendum,,unrecognized,1,1,NCT04091048,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Famale,male,mapped,1,1,NCT02996305,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Family Members,,unrecognized,1,1,NCT05340478,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Family caregivers,,unrecognized,1,1,NCT04238520,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Father participants,,unrecognized,1,1,NCT05374837,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Father sex (baseline),,unrecognized,1,1,NCT03548558,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Fathers,,structural_or_group,1,1,NCT03573830,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Fathers' sex,,unrecognized,1,1,NCT02901665,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Fellow eyes,,unrecognized,1,1,NCT04200651,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Femal,female,mapped,1,1,NCT00266279,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (11 to 18 years),female,mapped,1,1,NCT00450437,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (12 to <18 years),female,mapped,1,1,NCT01971476,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (18 to 64 years),female,mapped,1,1,NCT00973700,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (19 to 55 years),female,mapped,1,1,NCT00450437,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (2 to <12 years),female,mapped,1,1,NCT01971476,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (3 to <9 years),female,mapped,1,1,NCT00973700,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (9 to 17 years),female,mapped,1,1,NCT00973700,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (<=10 Age <11 years),female,mapped,1,1,NCT06138756,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (<=11 and <12 years),female,mapped,1,1,NCT06138756,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (<=6 and <7 years),female,mapped,1,1,NCT06138756,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (<=60 yrs),female,mapped,1,1,NCT00841763,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (<=7 and <8),female,mapped,1,1,NCT06138756,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (<=8 and <9 years),female,mapped,1,1,NCT06138756,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (<=9 and <10 years),female,mapped,1,1,NCT06138756,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (>60 yrs),female,mapped,1,1,NCT00841763,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (All Participants),female,mapped,1,1,NCT00705614,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Female (Base Study 310, NCT00477295)",female,mapped,1,1,NCT00848549,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Cohort 1),female,mapped,1,1,NCT00695955,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Cohort 2),female,mapped,1,1,NCT00695955,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Cohort I),female,mapped,1,1,NCT00100048,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Cohort II),female,mapped,1,1,NCT00100048,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Comparison 5),female,mapped,1,1,NCT07513259,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Double Blind Phase),female,mapped,1,1,NCT00591578,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Double-blind Period),female,mapped,1,1,NCT00596817,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (EAP),female,mapped,1,1,NCT01191255,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Female (Extension Study 314, NCT00848549)",female,mapped,1,1,NCT00848549,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Morphine (Maintenance),female,mapped,1,1,NCT00505414,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (NSCLC patients),female,mapped,1,1,NCT00527735,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Open Label Phase),female,mapped,1,1,NCT00591578,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Open-label Period),female,mapped,1,1,NCT00596817,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Part A),female,mapped,1,1,NCT01325428,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Part B),female,mapped,1,1,NCT01325428,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Patients),female,mapped,1,1,NCT04746794,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Placebo Maintenance),female,mapped,1,1,NCT00505414,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Providers and Clinic Leaders),female,mapped,1,1,NCT04746794,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Randomization Phase),female,mapped,1,1,NCT00557830,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (SAP),female,mapped,1,1,NCT01191255,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (SCLC patients),female,mapped,1,1,NCT00527735,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Screening Treatment Phase),female,mapped,1,1,NCT00557830,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Sex assigned at birth),female,mapped,1,1,NCT05136599,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Switched to Remicade),female,mapped,1,1,NCT00705614,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Tapentadol Maintenance),female,mapped,1,1,NCT00505414,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (Titration),female,mapped,1,1,NCT00505414,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (long term study),female,mapped,1,1,NCT00577096,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (residents),female,mapped,1,1,NCT04732819,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (short term study),female,mapped,1,1,NCT00577096,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (≤60 years of age),female,mapped,1,1,NCT00620815,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (≥51 Years),female,mapped,1,1,NCT01680016,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (≥6 to ≤17 Years),female,mapped,1,1,NCT01680016,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female (≥61 years of age),female,mapped,1,1,NCT00620815,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female + Male,female,mapped,1,1,NCT05307679,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Female - Child-bearing Potential,female,mapped,1,1,NCT02030938,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Female - Non Child-bearing Potential,female,mapped,1,1,NCT02030938,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female - SPARC,female,mapped,1,1,NCT02675777,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female - Usual,female,mapped,1,1,NCT02675777,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female 40 months,female,mapped,1,1,NCT00601731,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female 60 months,female,mapped,1,1,NCT00601731,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female : No retinopathy,female,mapped,1,1,NCT02823600,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female : Retinopathy with referral,female,mapped,1,1,NCT02823600,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female : Retinopathy without referral,female,mapped,1,1,NCT02823600,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female Able to bear children,female,mapped,1,1,NCT02186821,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female Adolescents,female,mapped,1,1,NCT02145156,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female Caregivers,female,mapped,1,1,NCT02021565,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female Child,female,mapped,1,1,NCT02342535,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female Donor,female,mapped,1,1,NCT01773395,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female Female,female,mapped,1,1,NCT04110314,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female Gender,female,mapped,1,1,NCT01579214,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female Parent,female,mapped,1,1,NCT02342535,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female Participants,female,mapped,1,1,NCT03719287,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female Participants 11-14 year old age group,female,mapped,1,1,NCT01823341,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female Participants 4-10 year old age group,female,mapped,1,1,NCT01823341,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female Postmenopausal,female,mapped,1,1,NCT02186821,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female Premenarche,female,mapped,1,1,NCT02186821,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female Sterile of child bearing age,female,mapped,1,1,NCT02186821,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female Subjects,female,mapped,1,1,NCT03214640,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female Young Adults,female,mapped,1,1,NCT02145156,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female amended protocol,female,mapped,1,1,NCT01253135,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female and Non-binary,gender_diverse,mapped,1,1,NCT03995225,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Female and male,female,mapped,1,1,NCT05215951,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female at birth,female,mapped,1,1,NCT03279731,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Female children,female,mapped,1,1,NCT02684903,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Female donor / Female Recipient,female,mapped,1,1,NCT02208037,parsers.R@2026-08-17 / outcomes@2026-09-10
category,Female donor / Male Recipient,female,mapped,1,1,NCT02208037,parsers.R@2026-08-17 / outcomes@2026-09-10
class,"Female donor, male recipient",female,mapped,1,1,NCT00745420,parsers.R@2026-08-17 / outcomes@2026-09-10
class,Female entire study population,female,mapped,1,1,NCT01253135,parsers.R@2026-08-17 / outcomes@2026-09-10
