name,n_trials,roles,agency_class,rules_sha256
Barbara Ann Karmanos Cancer Institute,62,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Quintiles, Inc.",62,collaborator,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Schering-Plough,62,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
BioMarin Pharmaceutical,61,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Cystic Fibrosis Foundation,61,collaborator,OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Endo USA Inc., a Keenova Therapeutics Company",61,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Medicines for Malaria Venture,61,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
National Institute of Dental and Craniofacial Research (NIDCR),61,"collaborator,lead",NIH,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
National Institutes of Health Clinical Center (CC),61,"collaborator,lead",NIH,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
The Methodist Hospital Research Institute,61,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
The Miriam Hospital,61,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Baxalta now part of Shire,60,lead,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Loyola University,60,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Syneos Health,60,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Wayne State University,60,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"EMD Serono Research & Development Institute, Inc.",59,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Hackensack Meridian Health,59,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Medtronic MiniMed, Inc.",59,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Seagen Inc.,59,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Bill and Melinda Gates Foundation,58,collaborator,OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Fox Chase Cancer Center,58,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Janssen Scientific Affairs, LLC",58,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Society of Family Planning,58,collaborator,OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
University of Alberta,58,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
3M,57,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
New York University,57,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
UConn Health,57,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
W.L.Gore & Associates,57,lead,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Children's Hospital Los Angeles,56,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Cochlear,56,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
National Comprehensive Cancer Network,56,collaborator,NETWORK,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Roche Pharma AG,56,collaborator,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
West Virginia University,54,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Biosense Webster, Inc.",53,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"DexCom, Inc.",53,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
George Washington University,53,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
IQVIA Pty Ltd,53,collaborator,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
RAND,53,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Corewell Health East,52,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
McMaster University,52,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Michigan State University,52,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Ono Pharmaceutical Co., Ltd.",52,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
United Therapeutics,52,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Integra LifeSciences Corporation,51,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Ludwig Institute for Cancer Research,51,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
The Hospital for Sick Children,51,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Centocor, Inc.",50,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Harvard University,50,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Premier Research,49,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Spaulding Rehabilitation Hospital,49,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Stanley Medical Research Institute,49,collaborator,OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Alkermes, Inc.",48,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
CIBA VISION,48,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Geisinger Clinic,48,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Purdue Pharma LP,48,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
RTI International,48,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"University College, London",48,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"American Cancer Society, Inc.",47,collaborator,OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
National Alliance for Research on Schizophrenia and Depression,47,collaborator,OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
University of Sao Paulo,47,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
American Diabetes Association,46,collaborator,OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Exelixis,46,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
London School of Hygiene and Tropical Medicine,46,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Procter and Gamble,46,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Ann & Robert H Lurie Children's Hospital of Chicago,45,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Avid Radiopharmaceuticals,45,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Biomedical Advanced Research and Development Authority,45,"collaborator,lead",FED,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Chang Gung Memorial Hospital,45,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Fogarty International Center of the National Institute of Health,45,collaborator,NIH,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Grünenthal GmbH,45,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Octapharma,45,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
University of North Carolina,45,collaborator,OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
University of Texas,45,collaborator,OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Children's National Research Institute,44,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Endeavor Health,44,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Medical Research Council,44,"collaborator,lead",OTHER_GOV,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
MetroHealth Medical Center,44,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Swedish Orphan Biovitrum,44,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Thrasher Research Fund,44,collaborator,OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
University of Maryland,44,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Virginia Polytechnic Institute and State University,44,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"American Regent, Inc.",43,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Butler Hospital,43,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Ionis Pharmaceuticals, Inc.",43,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Nemours Children's Clinic,43,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Oxford University Hospitals NHS Trust,43,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
University of South Carolina,43,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Ascensia Diabetes Care,42,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Dompé Farmaceutici S.p.A,42,lead,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Florida State University,42,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Hoosier Cancer Research Network,42,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Immune Tolerance Network (ITN),42,collaborator,NETWORK,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Medstar Health Research Institute,42,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Medtronic Cardiovascular,42,lead,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Mutual Pharmaceutical Company, Inc.",42,lead,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
PharmaMar,42,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
University of Mississippi Medical Center,42,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Blood and Marrow Transplant Clinical Trials Network,41,collaborator,NETWORK,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Canadian Cancer Trials Group,41,"collaborator,lead",NETWORK,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Karolinska Institutet,41,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
OSI Pharmaceuticals,41,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Spectrum Pharmaceuticals, Inc",41,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
St. Louis University,41,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
University at Buffalo,41,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
University of Connecticut,41,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Asan Medical Center,40,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Erchonia Corporation,40,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Mahidol University,40,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Merz North America, Inc.",40,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
NCIC Clinical Trials Group,40,"collaborator,lead",NETWORK,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Neurocrine Biosciences,40,lead,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
ResMed,40,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
University of Toronto,40,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Astellas Pharma US, Inc.",39,collaborator,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Covance,39,collaborator,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
ECOG-ACRIN Cancer Research Group,39,lead,NETWORK,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Ethicon, Inc.",39,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Harvard School of Public Health (HSPH),39,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Imperial College Healthcare NHS Trust,39,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"ModernaTX, Inc.",39,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Stryker Orthopaedics,39,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Supernus Pharmaceuticals, Inc.",39,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Tufts University,39,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
University of Cape Town,39,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Wellcome Trust,39,collaborator,OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Arizona State University,38,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
HALEON,38,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
MedtronicNeuro,38,lead,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Michael J. Fox Foundation for Parkinson's Research,38,collaborator,OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Solventum US LLC,38,lead,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Stiefel, a GSK Company",38,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Unity Health Toronto,38,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Academic and Community Cancer Research United,37,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Cumberland Pharmaceuticals,37,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Grifols Therapeutics LLC,37,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Guerbet,37,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Janssen Vaccines & Prevention B.V.,37,lead,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Karyopharm Therapeutics Inc,37,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"National Institute for Health Research, United Kingdom",37,collaborator,OTHER_GOV,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
National Institute of Environmental Health Sciences (NIEHS),37,"collaborator,lead",NIH,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Philips Respironics,37,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Shirley Ryan AbilityLab,37,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Sun Pharmaceutical Industries Limited,37,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"University of California, Berkeley",37,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
University of Tennessee,37,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Walter Reed Army Institute of Research (WRAIR),37,"collaborator,lead",FED,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Cutera Inc.,36,lead,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Denver Health and Hospital Authority,36,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Kenya Medical Research Institute,36,collaborator,OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Massachusetts Eye and Ear Infirmary,36,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
National Marrow Donor Program,36,collaborator,OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
North Carolina Translational and Clinical Sciences Institute,36,collaborator,OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
PRA Health Sciences,36,collaborator,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
University of Delaware,36,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Colgate Palmolive,35,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Ethicon Endo-Surgery,35,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Fisher and Paykel Healthcare,35,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Molnlycke Health Care AB,35,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
NSABP Foundation Inc,35,"collaborator,lead",NETWORK,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
PTC Therapeutics,35,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Seqirus,35,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Takeda Development Center Americas, Inc.",35,collaborator,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Abbott Medical Optics,34,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Acorda Therapeutics,34,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Actavis Inc.,34,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Augusta University,34,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
DePuy Orthopaedics,34,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Lakefront Biotherapeutics NV,34,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Loxo Oncology, Inc.",34,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,34,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Makerere University,34,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
"Medpace, Inc.",34,collaborator,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
National Human Genome Research Institute (NHGRI),34,"collaborator,lead",NIH,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
National Taiwan University Hospital,34,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Repros Therapeutics Inc.,34,lead,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
TriHealth Inc.,34,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Universitaire Ziekenhuizen KU Leuven,34,"collaborator,lead",OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Bavarian Nordic,33,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Cancer and Leukemia Group B,33,collaborator,NETWORK,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Duke Clinical Research Institute,33,collaborator,OTHER,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Janssen Pharmaceuticals,33,collaborator,INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
Lexicon Pharmaceuticals,33,"collaborator,lead",INDUSTRY,3e13bc5926f6f8bc5025151c60ea7dc8f40a5f7b8d7a209026ba29472e70601c
